Gender,Birth and Death Dates,Name means,Popularity index,Area of expertise,Celebration or Feast Day,Role,Good/Evil Rating,Pantheon,Related Gods,Type,Alternative names,Associated with,url,Area or people,Pronunciation,Name,In charge of
Male,,,1439,,Unknown at present,Unknown at present,"BAD, best avoided",Hindu pantheon,"{'Shiva', 'Raksasas', 'Vishnu', 'Brahma'}",Demons,['unspecified'],,https://www.godchecker.com/hindu-mythology/RAKSHASAS/,,Coming soon,Rakshasas,
Male,,,2280,Creation,Unknown at present,unspecified,Unknown at present,Hopi pantheon,{'Glooskap'},God,['Kioskurber'],,https://www.godchecker.com/hopi-mythology/KLOSKURBEH/,Pueblo (Hopi),Coming soon,Kloskurbeh,Creating
Male,,,2935,Sun,Unknown at present,🌞,"GOOD, quite approachable",Hindu pantheon,{'Âdityas'},God,['Aryman'],,https://www.godchecker.com/hindu-mythology/ARYAMAN/,,Coming soon,Aryaman,the Sun
Female,,,4537,,Unknown at present,Unknown at present,"TOTALLY EVIL, danger!",Finnish pantheon,set(),Demoness,"['Aiatar', 'Aijo', 'Ajattara', 'Ajattaro']",,https://www.godchecker.com/finnish-mythology/AJATAR/,,Coming soon,Ajatar,
Female,,,1435,Harvests,Unknown at present,unspecified,"NEUTRAL, may not care",Lithuanian pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/lithuanian-mythology/RUGIU-BOBA/,Lithuania,Coming soon,Rugiu Boba,Harvests
Female,,,3810,"Fate, Destiny",Unknown at present,unspecified,"OKAY, not bad",Etruscan pantheon,"{'Alpan', 'Turan'}",Goddesses,"['Lasa', 'Lasae']",,https://www.godchecker.com/etruscan-mythology/LASAS/,,Coming soon,Lasas,Fate and Destiny
Male,,,3673,Sun,Unknown at present,🌞,Unknown at present,Slavic pantheon,{'Svarog'},God,"['Dadźbóg', 'Dašbog', 'Daždźboh', 'Dazhbog', 'Xors Dazhbog']",,https://www.godchecker.com/slavic-mythology/DAZBOG/,,Coming soon,Dažbog,the Sun
Female,,,2050,Love,Unknown at present,❤️,Unknown at present,Etruscan pantheon,"{'Lasas', 'Venus'}",Goddess,['unspecified'],,https://www.godchecker.com/etruscan-mythology/TURAN/,,Coming soon,Turan,Love
Female,,,2215,"Mountain, Mountains",Unknown at present,unspecified,"NEUTRAL, may not care",Japanese pantheon,"{'Hoori', 'Hoderi', 'Konohanasakuya-Hime'}",Goddess,"['Sangen-Samo', 'Sengen']",,https://www.godchecker.com/japanese-mythology/SENGEN-SAMA/,,Coming soon,Sengen-Sama,Mountains
Male and female,,,2270,,Unknown at present,Unknown at present,Unknown at present,Lithuanian pantheon,set(),fabulous creature,['unspecified'],,https://www.godchecker.com/lithuanian-mythology/AITVARAS/,Lithuania,Coming soon,Aitvaras,
Female,,,2778,Music,Unknown at present,🎵,Unknown at present,Hittite pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/hittite-mythology/KULITTA/,Hittite,Coming soon,Kulitta,Music
Female,,,15399,Hunting,Unknown at present,unspecified,Unknown at present,Greek pantheon,"{'Orion', 'Callisto', 'Nymphs', 'Dryads', 'Diana', 'Hera', 'Cybele', 'Apollo', 'Leto', 'Hippolytus', 'Zeus'}",Goddess,"['Agrotara', 'Agrotora', 'Amarynthia', 'Cynthia']",,https://www.godchecker.com/greek-mythology/ARTEMIS/,,Coming soon,Artemis,Hunting
Male,,,2435,Renewal,Unknown at present,unspecified,"OKAY, not bad",Hindu pantheon,{'Vishnu'},God,['unspecified'],,https://www.godchecker.com/hindu-mythology/KALKI/,,Coming soon,Kalki,Renewal
Male,,,1374,Ruling,Unknown at present,unspecified,Unknown at present,Polynesian pantheon,"{'Ilaheva', 'Eitumatupua'}",God,['unspecified'],,https://www.godchecker.com/polynesian-mythology/AHOEITU/,Tonga,Coming soon,Ahoeitu,Ruling
Male,,,1822,Truth,Unknown at present,unspecified,"NEUTRAL, may not care",Buddhist pantheon,"{'Manjushri', 'Buddha', 'Yab-Yum', 'Bodhisattvas', 'Adi-Buddha', 'Samantabhadrī', 'Fugen'}",God,['unspecified'],,https://www.godchecker.com/buddhist-mythology/SAMANTABHADRA/,,Coming soon,Samantabhadra,Truth
Male,,,2188,,Unknown at present,Unknown at present,Unknown at present,Norse pantheon,"{'Thor', 'Aegir', 'Jormungand'}",fabulous creature,['unspecified'],,https://www.godchecker.com/norse-mythology/HYMIR/,,Coming soon,Hymir,
Female,,,4677,Mother,Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Titans', 'Hera', 'Apollo', 'Artemis', 'Zeus', 'Phoebe', 'Coeus'}",Goddess,['unspecified'],,https://www.godchecker.com/greek-mythology/LETO/,,Coming soon,Leto,Motherhood
Male,,Old Spider,5862,Creation,Unknown at present,unspecified,Unknown at present,Micronesian pantheon,"{'Areop-It-Eonin', 'Rigi'}",God,['Areop'],,https://www.godchecker.com/micronesian-mythology/AREOP-ENAP/,"Nauru (formerly Pleasant Island), Micronesia",Coming soon,Areop-Enap,Creating
Male,,,5673,Prophecy,Unknown at present,unspecified,Unknown at present,Slavic pantheon,set(),God,"['Tribog', 'Triglov']",,https://www.godchecker.com/slavic-mythology/TRIGLAV/,,Coming soon,Triglav,Prophecy and Fortune-telling
Male,,,1637,Wisdom,Unknown at present,unspecified,"NEUTRAL, may not care",Buddhist pantheon,"{'Amitabha', 'Amoghasiddhi', 'Mandala', 'Akshobhya', 'Vairocana', 'Ratnasambhava', 'Buddhas'}",Gods,"['Dhyanibuddhas', 'Five Celestial Buddhas', 'Five Wisdom Buddhas']",,https://www.godchecker.com/buddhist-mythology/DHYANI-BUDDHAS/,,Coming soon,Dhyani Buddhas,Wisdom
Male,,,1876,,Unknown at present,Unknown at present,Unknown at present,Welsh pantheon,set(),God,['Caswallon'],,https://www.godchecker.com/welsh-mythology/CASWALLAWN/,,Coming soon,Caswallawn,
Male,???-250,,880,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Nemesio'],,https://www.godchecker.com/christian-mythology/SAINT-NEMESION/,,Coming soon,Nemesion,
Male and female,,,1918,Childbirth,Unknown at present,unspecified,"OKAY, not bad",Australian Aboriginal pantheon,set(),God/dess,['unspecified'],,https://www.godchecker.com/australian-aboriginal-mythology/YALUNGUR/,,Coming soon,Yalungur,Birth
Male,,,2292,Fertility,Unknown at present,unspecified,"GOOD, quite approachable",Vodou pantheon,{'Ogou'},God,['unspecified'],,https://www.godchecker.com/vodou-mythology/OGOU-BADAGRIS/,Haiti,Coming soon,Ogou Badagris,Fertility
Male,,,883,Devotion,Unknown at present,unspecified,"OKAY, not bad",Hindu pantheon,"{'Hiranyakashipu', 'Vishnu'}",Demon,['unspecified'],,https://www.godchecker.com/hindu-mythology/PRAHLADA/,,Coming soon,Prahlada,Devotion
Male,,,3537,The Dead,Unknown at present,unspecified,"NEUTRAL, may not care",Inuit pantheon,{'Adlivun'},God,['unspecified'],,https://www.godchecker.com/inuit-mythology/ANGUTA/,Inuit,Coming soon,Anguta,the Dead
Male,,,2306,,Unknown at present,Unknown at present,Unknown at present,Norse pantheon,"{'Gunnlod', 'Kvasir'}",fabulous creature,['Suttungr'],,https://www.godchecker.com/norse-mythology/SUTTUNG/,,Coming soon,Suttung,
Female,,,1742,Hero,Unknown at present,unspecified,"NEUTRAL, may not care",Mesopotamian pantheon,{'Lahmu'},Goddess,['Lakhamu'],,https://www.godchecker.com/mesopotamian-mythology/LAHAMU/,,Coming soon,Lahamu,Heroics
Male,,,1957,Snakes,Unknown at present,🐍,"NEUTRAL, may not care",Hindu pantheon,"{'Asuras', 'Devas', 'Nagas', 'Shiva'}",Spirit,['unspecified'],,https://www.godchecker.com/hindu-mythology/VASUKI/,,Coming soon,Vâsuki,Snakes
Male,,,2797,,Unknown at present,Unknown at present,"OKAY, not bad",Welsh pantheon,"{'Rhiannon', 'Arawn', 'Annwn'}",legendary mortal,['Pwyll Pen Annwn'],,https://www.godchecker.com/welsh-mythology/PWYLL/,Welsh,Coming soon,Pwyll,
Male,610-675,,676,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,"['Germanus Of Granfel', 'Germanus Of Granfelden']",,https://www.godchecker.com/christian-mythology/SAINT-GERMANUS-OF-GRANDVAL/,,Coming soon,Germanus of Grandval,
Male,,,4384,Air,Unknown at present,unspecified,Unknown at present,Hawaiian pantheon,{'Loa (2)'},God,"['Pak-A-A', ""Pak-A'a"", 'Pakaa']",,https://www.godchecker.com/hawaiian-mythology/PAKA-A/,Hawaii,Coming soon,Paka'a,the Air
Male,,,29388,Creation,Unknown at present,unspecified,"GREAT, really beneficial",African pantheon,"{'Chonganda', 'Chedi Bumba', 'Nyonye Ngana', 'Tsetse Bumba'}",God,"['Mbomba', 'Mbombo', 'Mbongo']",,https://www.godchecker.com/african-mythology/BUMBA/,Bushongo/Kuba people of the Congo,Coming soon,Bumba,Creating
Female,,,1992,"Discipline, Self-Control, Strict",Unknown at present,unspecified,"NEUTRAL, may not care",Hopi pantheon,{'Kachinas'},Spirit,['unspecified'],,https://www.godchecker.com/hopi-mythology/NATASKA/,Pueblo (Hopi),Coming soon,Nataska,Discipline and Self-Control
Female,,,1163,Trees,Unknown at present,unspecified,"NEUTRAL, may not care",Hindu pantheon,set(),Spirits,['unspecified'],,https://www.godchecker.com/hindu-mythology/VANADEVATAS/,,Coming soon,Vanadevatas,Trees
Female,,,2204,,Unknown at present,Unknown at present,Unknown at present,Japanese pantheon,set(),Demoness,['unspecified'],,https://www.godchecker.com/japanese-mythology/ADACHIGAHARA/,,Coming soon,Adachigahara,
Male,,,2986,Fish,Unknown at present,🐟,Unknown at present,Maori pantheon,{'Tangaroa'},God,"['Ika-Tere', 'Ika-Tere-Maeri']",,https://www.godchecker.com/maori-mythology/IKATERE/,Maori people of Polynesia,Coming soon,Ikatere,Fish
Male,,,5472,Evil,Unknown at present,unspecified,"TOTALLY EVIL, danger!",Hindu pantheon,"{'Indra', 'Rama', 'Vishnu', 'Hiranyakashipu', 'Sisupala', 'Indrajit'}",God,['unspecified'],,https://www.godchecker.com/hindu-mythology/RAVANA/,,Coming soon,Ravana,Evil
Male,,,1204,Guardian,Unknown at present,unspecified,"OKAY, not bad",Hindu pantheon,set(),Gods,['unspecified'],,https://www.godchecker.com/hindu-mythology/SADHYAS/,,Coming soon,Sâdhyas,Guarding
Male,,,4241,"Good, Goodness",Unknown at present,unspecified,Unknown at present,Zoroastrian pantheon,"{'Ameretat', 'Asha Vahishta', 'Ahura Mazda', 'Spenta Armaiti', 'Vohu Manah', 'Haurvatat', 'Khshathra Vairya', 'Saoshyant', 'Sraosha'}",Spirits,"['Ameshas', 'Amshaspands']",,https://www.godchecker.com/zoroastrian-mythology/AMESHA-SPENTAS/,Persia,Coming soon,Amesha Spenta,Goodness
Male,189-250,,912,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Fabianus'],,https://www.godchecker.com/christian-mythology/POPE-SAINT-FABIAN/,,Coming soon,Fabian,
Male,,,1874,Hunting,Unknown at present,unspecified,"GOOD, quite approachable",African pantheon,set(),God,"['Minga Bengale', 'Minge Bengela']",,https://www.godchecker.com/african-mythology/MINGA-BENGELA/,Bushongo/Kuba people of the Congo,Coming soon,Minga Bengela,Hunting
Female,,,3680,Light,Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Panacea', 'Phaethusa', 'Helios', 'Neaera'}",Goddess,['Lampetie'],,https://www.godchecker.com/greek-mythology/LAMPETIA/,,Coming soon,Lampetia,Light
Female,,,3415,"Women, Woman, Female, Femininity",Unknown at present,unspecified,Unknown at present,Roman pantheon,{'Artemis'},Goddess,['unspecified'],,https://www.godchecker.com/roman-mythology/DIANA/,,Coming soon,Diana,Womanhood
Male,,,2441,"Sacrifice, Ritual Slaughter",Unknown at present,unspecified,"NOT OKAY, be careful",Aztec pantheon,{'Mictlantecuhtli'},God,['Chalmecateuctli'],,https://www.godchecker.com/aztec-mythology/CHALMECATECUHTLI/,,Coming soon,Chalmecatecuhtli,Ritual Slaughter
Male,669-741,,651,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/POPE-SAINT-GREGORY-III/,,Coming soon,Gregory III,
Female,,,3754,Unknown,Unknown at present,unspecified,"NEUTRAL, may not care",Norse pantheon,"{'Thor', 'Geirrod'}",Goddess,['unspecified'],,https://www.godchecker.com/norse-mythology/GRID/,,Coming soon,Grid,Unknown
Male,,,2398,Crossroads,Unknown at present,unspecified,"NEUTRAL, may not care",Japanese pantheon,{'Priapus'},God,['Chimatano'],,https://www.godchecker.com/japanese-mythology/CHIMATA-NO-KAMI/,,Coming soon,Chimata-no-Kami,Crossroads
Male,,,2028,,Unknown at present,Unknown at present,"NOT OKAY, be careful",Vodou pantheon,{'Petro'},Spirit,['unspecified'],,https://www.godchecker.com/vodou-mythology/IBO/,Haiti,Coming soon,Ibo,
Female,,,2901,"Many things, lots of stuff",Unknown at present,unspecified,"GOOD, quite approachable",Aztec pantheon,"{'Coatlicue', 'Temazcalteci', 'Itzpapalotl', 'Ilamatecuhtli'}",Goddess,['Chihucoatl'],,https://www.godchecker.com/aztec-mythology/CIHUACOATL/,,Coming soon,Cihuacoatl,Many Things
Female,,,3350,The Dead,Unknown at present,unspecified,"GOOD, quite approachable",Aztec pantheon,"{'Civatateo', 'Macuiltonaleque'}",Spirits,['Cihuateto'],,https://www.godchecker.com/aztec-mythology/CIHUATETEO/,,Coming soon,Cihuateteo,the Dead
Male,167-236,,753,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Pontianus'],,https://www.godchecker.com/christian-mythology/POPE-SAINT-PONTIAN/,,Coming soon,Pontian,
Male,,,3758,Ruling,Unknown at present,unspecified,"GOOD, quite approachable",Australian Aboriginal pantheon,{'Wandjina'},God,"['Walanganda', 'Wallungunder']",,https://www.godchecker.com/australian-aboriginal-mythology/WALAGANDA/,Kimberley Region,Coming soon,Walaganda,Ruling
Female,,,2151,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Maya pantheon,"{'Monkey Twins', 'Hun Hunahpu'}",Goddess,['unspecified'],,https://www.godchecker.com/maya-mythology/XBAQUIYALO/,,Coming soon,Xbaquiyalo,
Male,,,2106,"Tutelary, Patronage",Unknown at present,unspecified,"GOOD, quite approachable",Australian Aboriginal pantheon,{'Bunjil'},God,['unspecified'],,https://www.godchecker.com/australian-aboriginal-mythology/WAANG/,Wurundjeri clan of the Woi-Wurrung tribe,Coming soon,Waang,Patronage
Female,,,2114,Milk,Unknown at present,🥛,"NEUTRAL, may not care",Egyptian pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/egyptian-mythology/IAT/,,Coming soon,Iat,Milk
Female,,,4830,,Unknown at present,Unknown at present,Unknown at present,Cherokee pantheon,set(),Demoness,['unspecified'],,https://www.godchecker.com/cherokee-mythology/SKILI/,Cherokee,Coming soon,Skili,
Male,,,1351,,Unknown at present,Unknown at present,Unknown at present,Irish pantheon,set(),God,['Bec Mac Buainn'],,https://www.godchecker.com/irish-mythology/BEC-MAC-BUAIN/,,Coming soon,Bec mac Buain,
Male,???-625,,699,,January 18th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Déicole'],,https://www.godchecker.com/christian-mythology/SAINT-DEICOLUS/,,Coming soon,Deicolus,
Male,,,1822,Good Fortune,Unknown at present,unspecified,"GOOD, quite approachable",Hindu pantheon,{'Indra'},Gods,['Ashtavasus'],,https://www.godchecker.com/hindu-mythology/VASUS/,,Coming soon,Vasus,Good Luck
Male,,,6590,Thunder,Unknown at present,unspecified,"NEUTRAL, may not care",Lithuanian pantheon,"{'Thor', 'Perkons', 'Perun', 'Perkuns'}",God,"['Diviriks', 'Perkana', 'Perkūnas']",,https://www.godchecker.com/lithuanian-mythology/PERKUNAS/,Prussia,Coming soon,Perkunas,Thunder
Female,,,1708,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Irish pantheon,set(),Goddess,"['Bláithéne', 'Bláthíne', 'Bláthnad']",,https://www.godchecker.com/irish-mythology/BLATHNAT/,,Coming soon,Bláthnat,
Female,,,3292,Heaven,Unknown at present,unspecified,"GOOD, quite approachable",Aztec pantheon,{'Tamoanchan'},Goddess,['unspecified'],,https://www.godchecker.com/aztec-mythology/ITZPAPALOTL/,,Coming soon,Itzpapalotl,Heaven
Female,???-???,,814,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,{'Satan'},Saint,"['Margaret The Virgin', 'Marina The Great Martyr']",,https://www.godchecker.com/christian-mythology/SAINT-MARGARET-OF-ANTIOCH/,,Coming soon,Margaret of Antioch,
Male,,,6937,,Unknown at present,Unknown at present,"GOOD, quite approachable",Buddhist pantheon,"{'Bodhisattvas', 'Vishnu', 'Avatar', 'Gautama', 'Kalki', 'Maitreya', 'Buddhas'}",God,['unspecified'],,https://www.godchecker.com/buddhist-mythology/BUDDHA/,,Coming soon,Buddha,
Female,,,4944,War,Unknown at present,unspecified,Unknown at present,Canaanite pantheon,"{'El', 'Baal', 'Anat'}",Goddess,['Anat'],,https://www.godchecker.com/canaanite-mythology/ANATH/,Caananite (Ugaritic),Coming soon,Anath,War
Male,,,920,,Unknown at present,Unknown at present,"GOOD, quite approachable",Hindu pantheon,{'Shiva'},legendary mortal,['Bhagîratha'],,https://www.godchecker.com/hindu-mythology/BHAGIRATHA/,,Coming soon,Bhagîratha,
Female,,,2320,"Land, Real Estate",Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,"{'Remus', 'Hercules', 'Romulus', 'Lares'}",Goddess,['unspecified'],,https://www.godchecker.com/roman-mythology/ACCA-LARENTIA/,,Coming soon,Acca Larentia,Land and Real Estate
Male,???-938,,685,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,{'Ludmila'},Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-WENCESLAUS/,,Coming soon,Wenceslaus,
"Sorry, we don't know",,,1397,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Buddhist pantheon,{'Styx'},religious festival,"['Bon Festival', 'Obon Festival']",,https://www.godchecker.com/buddhist-mythology/BON-MATSURI/,,Coming soon,Bon Matsuri,
Female,,,3444,Water,Unknown at present,unspecified,"NOT OKAY, be careful",Irish pantheon,"{'Aengus', 'Dagda', 'Salmon of Knowledge'}",Goddess,"['Bóand', 'Bóinn']",,https://www.godchecker.com/irish-mythology/BOANN/,,Coming soon,Bóann,Water
Male,,,3775,Night,Unknown at present,unspecified,"OKAY, not bad",Aztec pantheon,{'Tezcatlipoca'},God,"['Chalchiuhtecolotl', 'Precious Owl']",,https://www.godchecker.com/aztec-mythology/CHALCHIUHTECOLOTL/,,Coming soon,Chalchiuhtecólotl,the Night
Male,,,2249,Flowers,Unknown at present,unspecified,"OKAY, not bad",Aztec pantheon,set(),God,['Teoyaomqui'],,https://www.godchecker.com/aztec-mythology/TEOYAOMIQUI/,,Coming soon,Teoyaomiqui,Flowers
Male,,,4916,War,Unknown at present,unspecified,Unknown at present,Polynesian pantheon,"{'Toi-mata', 'Ai-tupuai', 'Hina', 'Tangaroa', ""Ta'aroa"", 'Hoa-Tapu', 'Mahu-fatu-rau'}",God,['unspecified'],,https://www.godchecker.com/polynesian-mythology/ORO/,Tahitian people of Tahiti in Polynesia,Coming soon,Oro,War
Female,,,3539,"Sky, Skies",Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Iris', 'Ocypete', 'Aello', 'Podarge', 'Thaumas', 'Celaeno', 'Harpies'}",Goddess,['Elektra'],,https://www.godchecker.com/greek-mythology/ELECTRA/,,Coming soon,Electra,the Sky
Male,,,4377,Crafts,Unknown at present,unspecified,Unknown at present,Maya pantheon,"{'Hun Batz', 'Hun Hunahpu', 'Hun-Chowen', 'Xquic', 'Hero Twins', 'Xmucane', 'Xbaquiyalo'}",God,['unspecified'],,https://www.godchecker.com/maya-mythology/MONKEY-TWINS/,,Coming soon,Monkey Twins,Crafts and Making
Male,,,1645,Sorcery,Unknown at present,unspecified,"NEUTRAL, may not care",Mesopotamian pantheon,set(),God,['unspecified'],,https://www.godchecker.com/mesopotamian-mythology/NINAZU/,Akkadia,Coming soon,Ninazu,Sorcery and Witchcraft
Male,,,1443,,Unknown at present,Unknown at present,Unknown at present,Roman pantheon,"{'Ops', 'Consus'}",religious festival,['Consuales Ludi'],,https://www.godchecker.com/roman-mythology/CONSUALIA/,,Coming soon,Consualia,
Female,,,3687,The Dead,Unknown at present,unspecified,"NEUTRAL, may not care",Sámi pantheon,set(),Goddess,"['Jabme-Akka', 'Jabmeakka', 'Jabmi-Akka', 'Yambe-Akka', 'Yambeakka']",,https://www.godchecker.com/sami-mythology/JABMIAKKA/,Sámi (aka Saami) people of Sápmi (formerly known as Lapland),Coming soon,Jabmiakka,the Dead
